Applicant_Name,Gender,State,District,PinCode,GID,Owner,TypeOfConnection,Status,connection_no,connection_date,Connection_Status
Rahul Johnson,Female,Kerala,Thrissur,657997,PASSPORT,JOINT,Residential,Connection Released,EB004488,2026-06-11,RELEASED
Manoj Sharma,Female,Andhra Pradesh,Visakhapatnam,507983,PAN,JOINT,Residential,DISCONNECTED,EB004489,2026-06-11,DISCONNECTED
James Thomas,Male,Andhra Pradesh,Kurnool,634389,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004490,2026-06-11,RELEASED
Priya Iyer,Female,Tamil Nadu,Madurai,687649,PAN,INDIVIDUAL,Commercial,Connection Released,EB004491,2026-06-11,RELEASED
William Nair,Male,Tamil Nadu,Coimbatore,504239,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004492,2026-06-11,RELEASED
Charlotte Patel,Female,Andhra Pradesh,Visakhapatnam,504730,ADHAR,JOINT,Commercial,Connection Released,EB004493,2026-06-11,RELEASED
Joseph Nair,Female,Telangana,Karimnagar,605613,PAN,JOINT,Residential,Connection Released,EB004494,2026-06-11,RELEASED
Akash Rajan,Female,Telangana,Khammam,631475,VOTER_ID,JOINT,Residential,Connection Released,EB004495,2026-06-11,RELEASED
Ananya Thomas,Male,Karnataka,Mangaluru,540941,PASSPORT,INDIVIDUAL,Residential,CONNECTING,EB004496,2026-06-11,PENDING
Olivia Miller,Male,Kerala,Kochi,665316,PASSPORT,JOINT,Residential,Connection Released,EB004497,2026-06-11,RELEASED
Meera Rajan,Female,Kerala,Kannur,671533,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB004498,2026-06-11,RELEASED
Joseph Brown,Male,Andhra Pradesh,Visakhapatnam,641490,VOTER_ID,JOINT,Commercial,DISCONNECTED,EB004499,2026-06-11,DISCONNECTED
Akash Brown,Female,Karnataka,Belagavi,626508,PASSPORT,JOINT,Residential,Connection Released,EB004500,2026-06-11,RELEASED
Varun Verma,Female,Karnataka,Bengaluru,664252,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB004501,2026-06-11,RELEASED
Thomas Sharma,Female,Andhra Pradesh,Visakhapatnam,615260,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004502,2026-06-11,RELEASED
Kavya Moore,Female,Karnataka,Mysuru,538240,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004503,2026-06-11,RELEASED
Thomas Verma,Male,Karnataka,Mysuru,662395,ADHAR,JOINT,Commercial,Connection Released,EB004504,2026-06-11,RELEASED
Vikram Patel,Female,Tamil Nadu,Coimbatore,647188,ADHAR,JOINT,Commercial,Connection Released,EB004505,2026-06-11,RELEASED
Ava Verma,Female,Andhra Pradesh,Vijayawada,502744,PAN,INDIVIDUAL,Residential,Connection Released,EB004506,2026-06-11,RELEASED
Thomas Anderson,Male,Andhra Pradesh,Kurnool,650979,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004507,2026-06-11,RELEASED
Sneha Miller,Female,Karnataka,Mangaluru,644688,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004508,2026-06-11,RELEASED
Sophia Verma,Male,Kerala,Kochi,569033,PAN,JOINT,Commercial,Connection Released,EB004509,2026-06-11,RELEASED
Deepak Taylor,Female,Telangana,Warangal,548919,ADHAR,INDIVIDUAL,Commercial,UNKNOWN,EB004510,2026-06-11,PENDING
Charlotte Miller,Male,Andhra Pradesh,Visakhapatnam,572042,PASSPORT,INDIVIDUAL,Residential,CONNECTING,EB004511,2026-06-11,PENDING
Ananya Johnson,Male,Karnataka,Bengaluru,594837,PAN,JOINT,Residential,Connection Released,EB004512,2026-06-11,RELEASED
Varun Thomas,Male,Andhra Pradesh,Vijayawada,638176,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004513,2026-06-11,RELEASED
Meera Miller,Female,Andhra Pradesh,Kurnool,564140,VOTER_ID,JOINT,Residential,DISCONNECTED,EB004514,2026-06-11,DISCONNECTED
Harper Davis,Female,Karnataka,Mysuru,630815,PAN,JOINT,Commercial,DISCONNECTED,EB004515,2026-06-11,DISCONNECTED
Prakash Davis,Male,Kerala,Thrissur,540053,PAN,INDIVIDUAL,Residential,CONNECTING,EB004516,2026-06-11,PENDING
Charlotte Johnson,Male,Karnataka,Bengaluru,628942,ADHAR,JOINT,Residential,CONNECTING,EB004517,2026-06-11,PENDING
Ava Verma,Female,Tamil Nadu,Tirunelveli,571324,PAN,JOINT,Commercial,Connection Released,EB004518,2026-06-11,RELEASED
Olivia Patel,Male,Andhra Pradesh,Vijayawada,583279,PAN,INDIVIDUAL,Residential,Connection Released,EB004519,2026-06-11,RELEASED
Rohit Nair,Female,Andhra Pradesh,Vijayawada,521399,PASSPORT,JOINT,Residential,CONNECTING,EB004520,2026-06-11,PENDING
Sneha Thomas,Male,Telangana,Hyderabad,561247,VOTER_ID,JOINT,Commercial,Connection Released,EB004521,2026-06-11,RELEASED
Joseph Kumar,Female,Tamil Nadu,Chennai,556470,PASSPORT,JOINT,Commercial,Connection Released,EB004522,2026-06-11,RELEASED
Manoj Rajan,Male,Andhra Pradesh,Kurnool,562061,PASSPORT,JOINT,Commercial,UNKNOWN,EB004523,2026-06-11,PENDING
Akash Patel,Male,Karnataka,Hubballi,552802,PAN,JOINT,Commercial,Connection Released,EB004524,2026-06-11,RELEASED
Deepak Iyer,Male,Andhra Pradesh,Kurnool,686922,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB004525,2026-06-11,PENDING
Harper Brown,Male,Andhra Pradesh,Nellore,550113,ADHAR,JOINT,Residential,Connection Released,EB004526,2026-06-11,RELEASED
Karthik Reddy,Female,Andhra Pradesh,Vijayawada,554201,ADHAR,JOINT,Residential,Connection Released,EB004527,2026-06-11,RELEASED
Divya Moore,Male,Kerala,Thiruvananthapuram,521077,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB004528,2026-06-11,RELEASED
Deepak Sharma,Male,Karnataka,Mysuru,642511,PASSPORT,JOINT,Commercial,DISCONNECTED,EB004529,2026-06-11,DISCONNECTED
Jack Singh,Male,Kerala,Thiruvananthapuram,532544,PAN,INDIVIDUAL,Residential,FAILED,EB004530,2026-06-11,PENDING
Abigail Iyer,Male,Tamil Nadu,Madurai,677013,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004531,2026-06-11,RELEASED
Divya Reddy,Male,Karnataka,Hubballi,627509,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004532,2026-06-11,RELEASED
Pooja Moore,Female,Kerala,Kannur,593186,ADHAR,JOINT,Residential,Connection Released,EB004533,2026-06-11,RELEASED
Michael Patel,Female,Telangana,Warangal,606945,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004534,2026-06-11,RELEASED
Ananya Wilson,Female,Andhra Pradesh,Vijayawada,588655,PASSPORT,INDIVIDUAL,Residential,UNKNOWN,EB004535,2026-06-11,PENDING
Akash Moore,Male,Telangana,Hyderabad,623778,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004536,2026-06-11,RELEASED
Thomas Reddy,Female,Karnataka,Mysuru,684961,ADHAR,INDIVIDUAL,Residential,CONNECTING,EB004537,2026-06-11,PENDING
Priya Reddy,Male,Karnataka,Mysuru,693779,PAN,INDIVIDUAL,Commercial,CONNECTING,EB004538,2026-06-11,PENDING
Jack Brown,Male,Kerala,Kozhikode,697463,PAN,JOINT,Residential,Connection Released,EB004539,2026-06-11,RELEASED
Prakash Nair,Female,Andhra Pradesh,Vijayawada,633259,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB004540,2026-06-11,RELEASED
Varun Kumar,Male,Andhra Pradesh,Vijayawada,559755,VOTER_ID,JOINT,Commercial,Connection Released,EB004541,2026-06-11,RELEASED
Robert Taylor,Female,Tamil Nadu,Salem,678567,VOTER_ID,JOINT,Commercial,Connection Released,EB004542,2026-06-11,RELEASED
Olivia Nair,Female,Andhra Pradesh,Nellore,568073,VOTER_ID,INDIVIDUAL,Residential,UNKNOWN,EB004543,2026-06-11,PENDING
Daniel Johnson,Female,Tamil Nadu,Coimbatore,677514,ADHAR,JOINT,Commercial,DISCONNECTED,EB004544,2026-06-11,DISCONNECTED
Meera Wilson,Female,Andhra Pradesh,Vijayawada,595892,VOTER_ID,JOINT,Residential,DISCONNECTED,EB004545,2026-06-11,DISCONNECTED
Amit Reddy,Female,Tamil Nadu,Coimbatore,602097,PAN,JOINT,Commercial,Connection Released,EB004546,2026-06-11,RELEASED
Priya Kumar,Male,Tamil Nadu,Tirunelveli,616486,PASSPORT,JOINT,Residential,Connection Released,EB004547,2026-06-11,RELEASED
Olivia Nair,Male,Tamil Nadu,Madurai,676884,PAN,INDIVIDUAL,Residential,Connection Released,EB004548,2026-06-11,RELEASED
Kavya Kumar,Female,Telangana,Warangal,528540,PAN,JOINT,Commercial,Connection Released,EB004549,2026-06-11,RELEASED
Robert Taylor,Male,Karnataka,Bengaluru,684726,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004550,2026-06-11,RELEASED
Harper Sharma,Male,Kerala,Kannur,604538,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004551,2026-06-11,RELEASED
Amit Wilson,Female,Karnataka,Belagavi,615812,PAN,JOINT,Commercial,Connection Released,EB004552,2026-06-11,RELEASED
Charlotte Nair,Male,Andhra Pradesh,Guntur,575417,VOTER_ID,JOINT,Residential,Connection Released,EB004553,2026-06-11,RELEASED
Mia Gupta,Female,Tamil Nadu,Madurai,628241,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004554,2026-06-11,RELEASED
Varun Rajan,Female,Kerala,Kochi,695686,PAN,INDIVIDUAL,Commercial,Connection Released,EB004555,2026-06-11,RELEASED
Amit Taylor,Female,Karnataka,Belagavi,687603,PAN,JOINT,Commercial,Connection Released,EB004556,2026-06-11,RELEASED
William Thomas,Male,Karnataka,Bengaluru,630256,VOTER_ID,INDIVIDUAL,Residential,UNKNOWN,EB004557,2026-06-11,PENDING
Naveen Sharma,Female,Andhra Pradesh,Nellore,528902,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004558,2026-06-11,RELEASED
Arjun Nair,Male,Telangana,Hyderabad,626006,VOTER_ID,JOINT,Commercial,Connection Released,EB004559,2026-06-11,RELEASED
David Patel,Female,Andhra Pradesh,Guntur,651255,VOTER_ID,INDIVIDUAL,Residential,DISCONNECTED,EB004560,2026-06-11,DISCONNECTED
David Smith,Female,Telangana,Hyderabad,620599,PAN,INDIVIDUAL,Commercial,Connection Released,EB004561,2026-06-11,RELEASED
Thomas Sharma,Male,Kerala,Kozhikode,698125,VOTER_ID,JOINT,Residential,Connection Released,EB004562,2026-06-11,RELEASED
Daniel Anderson,Male,Karnataka,Mangaluru,500079,ADHAR,INDIVIDUAL,Commercial,FAILED,EB004563,2026-06-11,PENDING
Olivia Verma,Female,Andhra Pradesh,Kurnool,547357,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004564,2026-06-11,RELEASED
Jack Iyer,Male,Karnataka,Mangaluru,661023,PAN,INDIVIDUAL,Commercial,CONNECTING,EB004565,2026-06-11,PENDING
Naveen Miller,Male,Kerala,Thrissur,629843,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004566,2026-06-11,RELEASED
Daniel Miller,Male,Andhra Pradesh,Guntur,529166,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004567,2026-06-11,RELEASED
Ananya Taylor,Female,Karnataka,Mysuru,570642,PAN,INDIVIDUAL,Residential,Connection Released,EB004568,2026-06-11,RELEASED
Ava Iyer,Male,Karnataka,Hubballi,691580,PAN,JOINT,Residential,CONNECTING,EB004569,2026-06-11,PENDING
Thomas Anderson,Female,Karnataka,Hubballi,638487,PASSPORT,INDIVIDUAL,Commercial,DISCONNECTED,EB004570,2026-06-11,DISCONNECTED
Joseph Nair,Female,Karnataka,Mysuru,500398,PAN,JOINT,Commercial,Connection Released,EB004571,2026-06-11,RELEASED
Rahul Verma,Female,Telangana,Nizamabad,629995,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB004572,2026-06-11,RELEASED
Ava Johnson,Male,Karnataka,Belagavi,672991,PAN,INDIVIDUAL,Commercial,Connection Released,EB004573,2026-06-11,RELEASED
Evelyn Sharma,Male,Kerala,Kozhikode,672853,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004574,2026-06-11,RELEASED
Thomas Kumar,Male,Telangana,Hyderabad,690305,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004575,2026-06-11,RELEASED
Arjun Wilson,Male,Kerala,Thiruvananthapuram,527513,VOTER_ID,INDIVIDUAL,Residential,FAILED,EB004576,2026-06-11,PENDING
Meera Smith,Male,Telangana,Hyderabad,608202,PAN,JOINT,Residential,Connection Released,EB004577,2026-06-11,RELEASED
Prakash Brown,Male,Telangana,Warangal,697447,PAN,JOINT,Commercial,FAILED,EB004578,2026-06-11,PENDING
David Smith,Female,Karnataka,Mysuru,629746,VOTER_ID,INDIVIDUAL,Commercial,FAILED,EB004579,2026-06-11,PENDING
James Nair,Female,Andhra Pradesh,Vijayawada,500161,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB004580,2026-06-11,PENDING
Prakash Reddy,Female,Karnataka,Hubballi,511115,PAN,JOINT,Commercial,CONNECTING,EB004581,2026-06-11,PENDING
Harper Johnson,Male,Andhra Pradesh,Nellore,543007,PAN,INDIVIDUAL,Commercial,Connection Released,EB004582,2026-06-11,RELEASED
Daniel Rajan,Female,Karnataka,Mysuru,572242,PASSPORT,JOINT,Commercial,Connection Released,EB004583,2026-06-11,RELEASED
Thomas Wilson,Female,Telangana,Warangal,629882,PAN,JOINT,Commercial,Connection Released,EB004584,2026-06-11,RELEASED
David Miller,Female,Kerala,Thiruvananthapuram,621627,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004585,2026-06-11,RELEASED
Amelia Patel,Female,Telangana,Hyderabad,629129,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004586,2026-06-11,RELEASED
Robert Patel,Female,Kerala,Kannur,510872,ADHAR,JOINT,Residential,Connection Released,EB004587,2026-06-11,RELEASED
Olivia Rajan,Female,Telangana,Khammam,535448,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004588,2026-06-11,RELEASED
Meera Kumar,Male,Tamil Nadu,Salem,548026,ADHAR,JOINT,Commercial,Connection Released,EB004589,2026-06-11,RELEASED
Ananya Taylor,Female,Tamil Nadu,Madurai,518700,VOTER_ID,JOINT,Commercial,CONNECTING,EB004590,2026-06-11,PENDING
Meera Verma,Male,Kerala,Kannur,645027,ADHAR,JOINT,Residential,FAILED,EB004591,2026-06-11,PENDING
Prakash Thomas,Female,Tamil Nadu,Madurai,516128,ADHAR,INDIVIDUAL,Commercial,FAILED,EB004592,2026-06-11,PENDING
Evelyn Thomas,Male,Kerala,Thrissur,551512,ADHAR,JOINT,Residential,Connection Released,EB004593,2026-06-11,RELEASED
Daniel Moore,Female,Tamil Nadu,Chennai,557443,PAN,JOINT,Commercial,DISCONNECTED,EB004594,2026-06-11,DISCONNECTED
Michael Reddy,Male,Kerala,Kochi,597586,ADHAR,JOINT,Commercial,Connection Released,EB004595,2026-06-11,RELEASED
David Nair,Female,Kerala,Kozhikode,521986,VOTER_ID,INDIVIDUAL,Residential,FAILED,EB004596,2026-06-11,PENDING
Mia Johnson,Female,Tamil Nadu,Tirunelveli,692711,PAN,INDIVIDUAL,Commercial,Connection Released,EB004597,2026-06-11,RELEASED
Michael Gupta,Male,Kerala,Thrissur,668467,VOTER_ID,JOINT,Commercial,Connection Released,EB004598,2026-06-11,RELEASED
Sophia Rajan,Male,Andhra Pradesh,Nellore,561174,PAN,JOINT,Residential,DISCONNECTED,EB004599,2026-06-11,DISCONNECTED
Vikram Thomas,Female,Telangana,Hyderabad,665497,VOTER_ID,JOINT,Commercial,Connection Released,EB004600,2026-06-11,RELEASED
Rohit Johnson,Male,Telangana,Warangal,694768,VOTER_ID,JOINT,Residential,CONNECTING,EB004601,2026-06-11,PENDING
John Nair,Male,Tamil Nadu,Madurai,624823,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB004602,2026-06-11,RELEASED
Naveen Patel,Female,Karnataka,Mangaluru,642630,PAN,JOINT,Residential,Connection Released,EB004603,2026-06-11,RELEASED
Varun Nair,Male,Karnataka,Mangaluru,616530,PASSPORT,JOINT,Residential,Connection Released,EB004604,2026-06-11,RELEASED
Kavya Miller,Female,Karnataka,Hubballi,529665,ADHAR,JOINT,Commercial,CONNECTING,EB004605,2026-06-11,PENDING
Rohit Singh,Female,Andhra Pradesh,Guntur,664360,PAN,INDIVIDUAL,Commercial,Connection Released,EB004606,2026-06-11,RELEASED
Suresh Moore,Female,Kerala,Thrissur,536305,VOTER_ID,JOINT,Residential,Connection Released,EB004607,2026-06-11,RELEASED
Ananya Iyer,Female,Tamil Nadu,Salem,548176,ADHAR,JOINT,Residential,Connection Released,EB004608,2026-06-11,RELEASED
Sophia Reddy,Female,Karnataka,Mysuru,565022,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004609,2026-06-11,RELEASED
Varun Verma,Female,Kerala,Thiruvananthapuram,638135,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB004610,2026-06-11,RELEASED
Naveen Moore,Male,Kerala,Kannur,614827,PASSPORT,JOINT,Commercial,Connection Released,EB004611,2026-06-11,RELEASED
Varun Rajan,Male,Karnataka,Bengaluru,574716,VOTER_ID,JOINT,Commercial,Connection Released,EB004612,2026-06-11,RELEASED
Amelia Reddy,Female,Telangana,Hyderabad,547591,PAN,JOINT,Commercial,Connection Released,EB004613,2026-06-11,RELEASED
Arjun Wilson,Male,Andhra Pradesh,Visakhapatnam,525619,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB004614,2026-06-11,RELEASED
Manoj Reddy,Male,Kerala,Kozhikode,568957,PAN,JOINT,Residential,Connection Released,EB004615,2026-06-11,RELEASED
Robert Moore,Male,Karnataka,Belagavi,522229,VOTER_ID,JOINT,Commercial,Connection Released,EB004616,2026-06-11,RELEASED
Olivia Davis,Male,Kerala,Kozhikode,519988,PAN,INDIVIDUAL,Residential,CONNECTING,EB004617,2026-06-11,PENDING
Deepak Sharma,Female,Tamil Nadu,Salem,522989,PAN,INDIVIDUAL,Commercial,CONNECTING,EB004618,2026-06-11,PENDING
Sneha Patel,Male,Kerala,Kannur,685382,PASSPORT,JOINT,Commercial,Connection Released,EB004619,2026-06-11,RELEASED
Rahul Patel,Female,Karnataka,Belagavi,673935,PAN,INDIVIDUAL,Commercial,Connection Released,EB004620,2026-06-11,RELEASED
Sneha Verma,Male,Tamil Nadu,Coimbatore,515135,VOTER_ID,JOINT,Commercial,DISCONNECTED,EB004621,2026-06-11,DISCONNECTED
Kavya Taylor,Female,Kerala,Thrissur,662947,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004622,2026-06-11,RELEASED
William Anderson,Female,Kerala,Thrissur,577066,ADHAR,JOINT,Commercial,FAILED,EB004623,2026-06-11,PENDING
Evelyn Kumar,Male,Andhra Pradesh,Kurnool,508287,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004624,2026-06-11,RELEASED
Daniel Nair,Male,Andhra Pradesh,Visakhapatnam,615424,VOTER_ID,INDIVIDUAL,Commercial,DISCONNECTED,EB004625,2026-06-11,DISCONNECTED
Akash Singh,Male,Tamil Nadu,Chennai,669987,PASSPORT,JOINT,Residential,Connection Released,EB004626,2026-06-11,RELEASED
John Johnson,Male,Karnataka,Bengaluru,513122,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004627,2026-06-11,RELEASED
Pooja Sharma,Female,Telangana,Warangal,697894,PAN,INDIVIDUAL,Residential,CONNECTING,EB004628,2026-06-11,PENDING
James Rajan,Female,Tamil Nadu,Salem,691625,VOTER_ID,JOINT,Commercial,Connection Released,EB004629,2026-06-11,RELEASED
Abigail Smith,Female,Telangana,Nizamabad,501686,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB004630,2026-06-11,RELEASED
Evelyn Sharma,Female,Andhra Pradesh,Visakhapatnam,694196,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB004631,2026-06-11,PENDING
Meera Wilson,Female,Tamil Nadu,Salem,539135,ADHAR,JOINT,Residential,CONNECTING,EB004632,2026-06-11,PENDING
Sophia Anderson,Female,Telangana,Warangal,546126,PASSPORT,JOINT,Commercial,Connection Released,EB004633,2026-06-11,RELEASED
Sophia Patel,Male,Tamil Nadu,Chennai,501898,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB004634,2026-06-11,PENDING
Priya Smith,Female,Telangana,Karimnagar,542201,PAN,INDIVIDUAL,Residential,CONNECTING,EB004635,2026-06-11,PENDING
Robert Anderson,Female,Tamil Nadu,Coimbatore,618700,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB004636,2026-06-11,RELEASED
Akash Thomas,Male,Andhra Pradesh,Visakhapatnam,604140,ADHAR,INDIVIDUAL,Residential,FAILED,EB004637,2026-06-11,PENDING
Kavya Nair,Male,Andhra Pradesh,Kurnool,508210,VOTER_ID,JOINT,Residential,DISCONNECTED,EB004638,2026-06-11,DISCONNECTED
Prakash Iyer,Female,Karnataka,Mangaluru,614988,VOTER_ID,JOINT,Commercial,Connection Released,EB004639,2026-06-11,RELEASED
Vikram Kumar,Female,Andhra Pradesh,Nellore,547562,VOTER_ID,JOINT,Commercial,DISCONNECTED,EB004640,2026-06-11,DISCONNECTED
John Iyer,Male,Tamil Nadu,Chennai,670336,ADHAR,JOINT,Commercial,Connection Released,EB004641,2026-06-11,RELEASED
Amit Kumar,Female,Andhra Pradesh,Nellore,524149,PAN,INDIVIDUAL,Commercial,FAILED,EB004642,2026-06-11,PENDING
Amit Gupta,Female,Karnataka,Belagavi,515059,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB004643,2026-06-11,RELEASED
John Smith,Male,Telangana,Nizamabad,599188,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004644,2026-06-11,RELEASED
Robert Smith,Female,Karnataka,Hubballi,671656,ADHAR,INDIVIDUAL,Commercial,FAILED,EB004645,2026-06-11,PENDING
Sneha Thomas,Male,Tamil Nadu,Tirunelveli,572876,PASSPORT,JOINT,Commercial,CONNECTING,EB004646,2026-06-11,PENDING
Joseph Johnson,Male,Telangana,Warangal,576587,PASSPORT,JOINT,Commercial,Connection Released,EB004647,2026-06-11,RELEASED
Jack Miller,Female,Tamil Nadu,Tirunelveli,517133,PAN,INDIVIDUAL,Residential,Connection Released,EB004648,2026-06-11,RELEASED
Rahul Moore,Female,Karnataka,Mangaluru,584423,PAN,INDIVIDUAL,Commercial,Connection Released,EB004649,2026-06-11,RELEASED
Daniel Johnson,Male,Telangana,Hyderabad,545624,PASSPORT,JOINT,Commercial,Connection Released,EB004650,2026-06-11,RELEASED
Jack Verma,Male,Kerala,Kozhikode,615749,ADHAR,JOINT,Residential,CONNECTING,EB004651,2026-06-11,PENDING
Daniel Wilson,Male,Andhra Pradesh,Vijayawada,654944,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB004652,2026-06-11,RELEASED
Robert Johnson,Female,Tamil Nadu,Tirunelveli,679618,VOTER_ID,JOINT,Commercial,Connection Released,EB004653,2026-06-11,RELEASED
Thomas Miller,Female,Andhra Pradesh,Vijayawada,646301,PASSPORT,JOINT,Commercial,CONNECTING,EB004654,2026-06-11,PENDING
Manoj Wilson,Male,Telangana,Warangal,686094,PAN,JOINT,Commercial,DISCONNECTED,EB004655,2026-06-11,DISCONNECTED
Ananya Sharma,Female,Tamil Nadu,Coimbatore,604813,PASSPORT,JOINT,Residential,Connection Released,EB004656,2026-06-11,RELEASED
Arjun Davis,Male,Kerala,Kochi,569884,PAN,INDIVIDUAL,Residential,Connection Released,EB004657,2026-06-11,RELEASED
Varun Sharma,Female,Andhra Pradesh,Vijayawada,687302,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB004658,2026-06-11,RELEASED
Akash Iyer,Male,Telangana,Warangal,546141,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB004659,2026-06-11,RELEASED
Sophia Moore,Male,Kerala,Kannur,644489,VOTER_ID,JOINT,Commercial,Connection Released,EB004660,2026-06-11,RELEASED
Harper Nair,Male,Tamil Nadu,Chennai,662910,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB004661,2026-06-11,RELEASED
Joseph Wilson,Male,Karnataka,Mysuru,677766,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004662,2026-06-11,RELEASED
Prakash Wilson,Female,Telangana,Khammam,588901,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004663,2026-06-11,RELEASED
Ava Singh,Male,Karnataka,Mysuru,604444,ADHAR,INDIVIDUAL,Residential,Connection Released,EB004664,2026-06-11,RELEASED
Arjun Singh,Female,Andhra Pradesh,Nellore,633662,PAN,INDIVIDUAL,Commercial,DISCONNECTED,EB004665,2026-06-11,DISCONNECTED
Akash Wilson,Female,Tamil Nadu,Madurai,520072,PASSPORT,JOINT,Commercial,Connection Released,EB004666,2026-06-11,RELEASED
Prakash Sharma,Female,Kerala,Thrissur,506866,ADHAR,JOINT,Residential,Connection Released,EB004667,2026-06-11,RELEASED
Emma Wilson,Female,Telangana,Hyderabad,567013,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004668,2026-06-11,RELEASED
Prakash Taylor,Male,Tamil Nadu,Madurai,683334,PAN,INDIVIDUAL,Commercial,DISCONNECTED,EB004669,2026-06-11,DISCONNECTED
Priya Wilson,Male,Kerala,Thiruvananthapuram,540692,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB004670,2026-06-11,PENDING
Amelia Taylor,Female,Karnataka,Mangaluru,593506,PASSPORT,JOINT,Residential,Connection Released,EB004671,2026-06-11,RELEASED
Kavya Sharma,Female,Andhra Pradesh,Kurnool,698124,VOTER_ID,JOINT,Commercial,Connection Released,EB004672,2026-06-11,RELEASED
Abigail Davis,Male,Telangana,Warangal,664398,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB004673,2026-06-11,RELEASED
Amelia Verma,Male,Karnataka,Mysuru,574802,PAN,INDIVIDUAL,Commercial,Connection Released,EB004674,2026-06-11,RELEASED
Robert Wilson,Female,Andhra Pradesh,Guntur,645736,PAN,JOINT,Commercial,Connection Released,EB004675,2026-06-11,RELEASED
Suresh Kumar,Male,Andhra Pradesh,Visakhapatnam,697563,PAN,INDIVIDUAL,Commercial,CONNECTING,EB004676,2026-06-11,PENDING
Varun Sharma,Female,Tamil Nadu,Salem,557106,PAN,INDIVIDUAL,Residential,Connection Released,EB004677,2026-06-11,RELEASED
William Johnson,Female,Karnataka,Belagavi,653974,PAN,JOINT,Commercial,DISCONNECTED,EB004678,2026-06-11,DISCONNECTED
Divya Taylor,Male,Tamil Nadu,Chennai,629142,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB004679,2026-06-11,RELEASED
Karthik Kumar,Female,Tamil Nadu,Madurai,615665,PASSPORT,JOINT,Residential,Connection Released,EB004680,2026-06-11,RELEASED
Arjun Singh,Male,Andhra Pradesh,Nellore,645156,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB004681,2026-06-11,PENDING
Rohit Iyer,Female,Telangana,Khammam,635533,ADHAR,JOINT,Commercial,DISCONNECTED,EB004682,2026-06-11,DISCONNECTED
Arjun Verma,Male,Kerala,Kozhikode,689811,PASSPORT,JOINT,Residential,Connection Released,EB004683,2026-06-11,RELEASED
Vikram Patel,Male,Andhra Pradesh,Nellore,542056,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB004684,2026-06-11,RELEASED
David Rajan,Female,Karnataka,Belagavi,655580,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB004685,2026-06-11,RELEASED
